,ID
0,1385540271400755201
1,1385539877341581315
2,1385539652682088451
3,1385539449694609408
4,1385539445701677056
5,1385539184341917700
6,1385539183230455823
7,1385539166004416513
8,1385538690152161280
9,1385538589941846020
10,1385538526033244161
11,1385538058536243209
12,1385537805393174528
13,1385537395148279812
14,1385537357752016898
15,1385537146589573121
16,1385537141363539971
17,1385537052863778817
18,1385536728593805315
19,1385536712558907392
20,1385536697535025152
21,1385536539434921985
22,1385536528009502724
23,1385536440507973632
24,1385536392550301696
25,1385536325751767042
26,1385536272320581635
27,1385536107224338435
28,1385536072529162240
29,1385536038576197635
30,1385535990861795330
31,1385535918594039809
32,1385535888306970627
33,1385535885584867329
34,1385535884146225155
35,1385535802533421056
36,1385535345408704512
37,1385535196334759938
38,1385535122691088384
39,1385535098691465220
40,1385534971541004288
41,1385534764829061121
42,1385534692275986438
43,1385534610382065666
44,1385534596088049665
45,1385534451799711746
46,1385534390499958784
47,1385534210363035652
48,1385534173843230725
49,1385534170504613890
50,1385533979672055810
51,1385533920008048646
52,1385533912701571076
53,1385533824272982017
54,1385533814747717632
55,1385533643607580679
56,1385533427307491329
57,1385533353844252673
58,1385533269605748741
59,1385533238530113540
60,1385533115414679555
61,1385532913870012416
62,1385532838808797191
63,1385532792327614464
64,1385532766146551809
65,1385532313765703685
66,1385532308401266691
67,1385532147897978885
68,1385531874794254336
69,1385531772516118528
70,1385531507377250316
71,1385531502083985410
72,1385531403949907969
73,1385530999681867778
74,1385530880047730693
75,1385530870665154563
76,1385530630209884161
77,1385530553483493383
78,1385530491789582336
79,1385530306380242945
80,1385530133436641283
81,1385530115476516864
82,1385530037210812419
83,1385529996492615680
84,1385529972836769793
85,1385529836865679370
86,1385529717785305094
87,1385529659610124289
88,1385529105689448457
89,1385529077428199433
90,1385529049695625216
91,1385528978916528129
92,1385528773358104577
93,1385528768328921092
94,1385528643791712262
95,1385528340845457414
96,1385527775197503493
97,1385527516069171200
98,1385527439523151875
99,1385540305424945157
100,1385540299972235267
101,1385540283249700867
102,1385540279495659521
103,1385540277784309761
104,1385540271400755201
105,1385540267126706179
106,1385540267072266241
107,1385540264169811980
108,1385540246448742404
109,1385540244523552769
110,1385540236671799296
111,1385540231202369536
112,1385540228685778947
113,1385540222319005697
114,1385540220871868419
115,1385540220276416513
116,1385540213783633921
117,1385540211988369413
118,1385540208444071938
119,1385540189997707268
120,1385540187816554504
121,1385540181592199170
122,1385540176362065921
123,1385540171479674882
124,1385540166102790144
125,1385540160624881667
126,1385540158884237316
127,1385540156011077632
128,1385540148599787525
129,1385540147777703941
130,1385540143038173185
131,1385540133311574020
132,1385540127305342976
133,1385540123685658627
134,1385540110406406148
135,1385540105994072065
136,1385540104844808193
137,1385540099593674752
138,1385540099379630083
139,1385540092501004289
140,1385540081952428032
141,1385540079247003650
142,1385540074289438726
143,1385540073136037891
144,1385540070782943232
145,1385540062138433536
146,1385540060397903877
147,1385540057767940097
148,1385540055582658564
149,1385540052432789504
150,1385540045331832833
151,1385540039984168965
152,1385540037387984897
153,1385540034464555008
154,1385540030072901637
155,1385540022875525123
156,1385540019234828292
157,1385540017297129475
158,1385540013291495426
159,1385540012880502785
160,1385540012184195073
161,1385540008602324993
162,1385540000155013122
163,1385539991334490115
164,1385539987991449603
165,1385539980521525249
166,1385540305424945157
167,1385540299972235267
168,1385540283249700867
169,1385540279495659521
170,1385540277784309761
171,1385540271400755201
172,1385540267126706179
173,1385540267072266241
174,1385540264169811980
175,1385540246448742404
176,1385540244523552769
177,1385540236671799296
178,1385540231202369536
179,1385540228685778947
180,1385540222319005697
181,1385540220871868419
182,1385540220276416513
183,1385540213783633921
184,1385540211988369413
185,1385540208444071938
186,1385540189997707268
187,1385540187816554504
188,1385540181592199170
189,1385540176362065921
190,1385540171479674882
191,1385540166102790144
192,1385540160624881667
193,1385540158884237316
194,1385540156011077632
195,1385540148599787525
196,1385540147777703941
197,1385540143038173185
198,1385540133311574020
199,1385540127305342976
200,1385540123685658627
201,1385540110406406148
202,1385540105994072065
203,1385540104844808193
204,1385540099593674752
205,1385540099379630083
206,1385540092501004289
207,1385540081952428032
208,1385540079247003650
209,1385540074289438726
210,1385540073136037891
211,1385540070782943232
212,1385540062138433536
213,1385540060397903877
214,1385540057767940097
215,1385540055582658564
216,1385540052432789504
217,1385540045331832833
218,1385540039984168965
219,1385540037387984897
220,1385540034464555008
221,1385540030072901637
222,1385540022875525123
223,1385540019234828292
224,1385540017297129475
225,1385540013291495426
226,1385540012880502785
227,1385540012184195073
228,1385540008602324993
229,1385540000155013122
230,1385539991334490115
231,1385539987991449603
232,1385539980521525249
233,1385539979456229378
234,1385540325284880385
235,1385540220871868419
236,1385540213783633921
237,1385540133311574020
238,1385540074289438726
239,1385540060397903877
240,1385539764716142595
241,1385539649351786498
242,1385539572826730496
243,1385539484746346496
244,1385539434334998529
245,1385539418761482244
246,1385539391272067072
247,1385539356039933952
248,1385539310695321605
249,1385539107464482818
250,1385539104020910082
251,1385539041068785666
252,1385538975797022720
253,1385538881358110723
254,1385538613941702661
255,1385538609868988422
256,1385538585991000065
257,1385538548208635912
258,1385538419531472905
259,1385538360190541826
260,1385538226765635587
261,1385538179906875392
262,1385537987061194753
263,1385537975031828489
264,1385537908732465152
265,1385537884053196800
266,1385537878051147778
267,1385537869444489219
268,1385537863719264261
269,1385537718214709251
270,1385537703526207488
271,1385537678230228996
272,1385537524358123521
273,1385537495408992260
274,1385537435409473538
275,1385537295705690112
276,1385537273207296006
277,1385537225828429824
278,1385537192823377922
279,1385537155880165376
280,1385537067648651268
281,1385536638143528962
282,1385536487479906307
283,1385536424234074113
284,1385536422245982208
285,1385536362674278402
286,1385536361063616513
287,1385536131417075715
288,1385536090396835843
289,1385536034293702658
290,1385536005567037443
291,1385535863493431299
292,1385535724578033664
293,1385535723814592515
294,1385535711382630400
295,1385535632051683330
296,1385535549834883074
297,1385535534672617475
298,1385535515101831169
299,1385535500220469249
300,1385535453508550658
301,1385535401943838722
302,1385535355579949059
303,1385535324462501893
304,1385535198515789825
305,1385535176357269511
306,1385535161559785479
307,1385535133248278530
308,1385535049273987073
309,1385534970190393346
310,1385534924678172674
311,1385534836517990401
312,1385534821120806913
313,1385534511497334784
314,1385534472137986049
315,1385534406115352576
316,1385534196484038656
317,1385534175042842626
318,1385534165681000449
319,1385534155925032965
320,1385534140682883073
321,1385534023817072640
322,1385534018498748417
323,1385533959300395011
324,1385533934818185218
325,1385533908616286212
326,1385533805897961476
327,1385533706786410497
328,1385533676692324353
329,1385533474568802305
330,1385533387725672451
331,1385533323972210688
332,1385539538026737667
333,1385539476575817734
334,1385539449296023554
335,1385539357495283712
336,1385538326527086592
337,1385537606625136640
338,1385536554894958600
339,1385534889135525891
340,1385534639385628673
341,1385534417611988992
342,1385532954147966977
343,1385532482150289410
344,1385531830024249345
345,1385531612918603778
346,1385531091193323529
347,1385530480930394112
348,1385530268564344837
349,1385528178626613259
350,1385527893602848769
351,1385527538215268352
352,1385527273223196675
353,1385526578570960896
354,1385526145647452161
355,1385524989235974145
356,1385524826811535360
357,1385522146315755524
358,1385522081828323329
359,1385521947228868610
360,1385521355844640771
361,1385520927534952451
362,1385519958214397953
363,1385519493267410949
364,1385518875857588225
365,1385518021062676482
366,1385517505402216452
367,1385517406886498306
368,1385517147971936257
369,1385516551634182148
370,1385516516674842624
371,1385515853832069120
372,1385515150824722440
373,1385515059963518981
374,1385514174084575234
375,1385513944677244933
376,1385512821761482754
377,1385512262430035969
378,1385511181486419970
379,1385510976947212289
380,1385510097292517376
381,1385509997832966148
382,1385509907290411010
383,1385509891708571648
384,1385509766768771073
385,1385509738247454720
386,1385509463088680960
387,1385509151095275520
388,1385509059302813699
389,1385508860870287362
390,1385508826640621576
391,1385508814238232576
392,1385508274422824960
393,1385508051378114564
394,1385507907614085120
395,1385507840765349889
396,1385506786598219780
397,1385506737218899968
398,1385506346620051460
399,1385505856507322371
400,1385504552070356993
401,1385504414966951936
402,1385504275258769411
403,1385503972379615233
404,1385503830788476930
405,1385503443087921153
406,1385503088702722051
407,1385502641820741632
408,1385502285250322433
409,1385502232762732547
410,1385502143340187651
411,1385501652011163649
412,1385500336316731393
413,1385500167927996416
414,1385499701072461824
415,1385499356674109444
